Text,Line
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,šu\abs tag\abs ba-ni-dug₄
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,e₂ ki\abs aŋ₂-ŋa₂-ni
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,mu-na-ni-du₃
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,kur ma₂-gan{ki}-ta
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,{na₄}esi\abs im-ta-ed₃
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,alan-na-ni-še₃
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,mu-tud
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,gu₃-de₂-a
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,lu₂ e₂\abs du₃-a-ka
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,nam-til₃-la-ni\abs he₂-sud\v14sg3s
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,mu-še₃ mu-na-še₂₁
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,e₂-an-na-ka
{d}nin-ŋeš-zid-da diŋir gu₃-de₂-a ensi₂ lagaš{ki}\gen lu₂ e₂-an-na\abs in-du₃-a-kam {d}inana nin kur-kur-ra nin-a-ni\dat gu₃-de₂-a mu gil-sa\gen ensi₂ lagaš{ki}\gen lu₂ e₂-ninnu {d}nin-ŋir₂-su-ka\abs in-du₃-a\erg ud {d}inana-ke₄ igi nam-til₃-ka-ni\abs mu-ši-bar-ra-a gu₃-de₂-a ensi₂ lagaš{ki}\gen ŋeštug₂ daŋal-a-kam arad₂ nin-a-ni\dat ki\abs aŋ₂-am₃ bisaŋ u₃-šub-ba-ka\n5al2 ŋeš\abs ba-hur ka-al-ka\l2 urin\abs ba-mul im-bi\abs ki dadag-ga-a\n5al2 im-mi-lu šeg₁₂-bi\abs ki sikil-a\n5al2 im-mi-du₈ uš-bi\abs mu-kug izi\abs im-ta-la₂ temen-be₂\n5edat i₃ ir nun-ka šu\abs tag\abs ba-ni-dug₄ e₂ ki\abs aŋ₂-ŋa₂-ni e₂-an-na\abs šag₄ ŋir₂-su{ki}-ka\l1 mu-na-ni-du₃ kur ma₂-gan{ki}-ta {na₄}esi\abs im-ta-ed₃ alan-na-ni-še₃ mu-tud gu₃-de₂-a lu₂ e₂\abs du₃-a-ka nam-til₃-la-ni\abs he₂-sud\v14sg3s mu-še₃ mu-na-še₂₁ e₂-an-na-ka mu-na-ni-kur₉(REC145) lu₂ e₂-an-na-ta ib₂-ta-ab-|E₃.E₃|-a ib₂-zi-re-a mu-sar-a-ba\l2 šu\abs bi₂-ib₂-uru₁₂-a\gen {d}inana nin kur-kur-ra-ke₄ saŋ-ŋa₂-ne₂\n5edat unken-na\l1 nam\abs he₂-ma-kud-e {ŋeš}gu-za gub-ba-na\gen suhuš-bi\abs na-an-gen₆-ne₂ numun-a-ni\abs he₂-til\v14sg3s bala-a-ni\abs he₂-kud\v14sg3s,mu-na-ni-kur₉(REC145)
